310
81
89.924647 136.064552 76.007433 1.000000 0.895246 0.895246
89.297165 136.767025 76.349582 1.000000 0.827230 0.827230
88.646694 137.476194 76.637523 1.000000 0.763918 0.763918
88.064359 138.222306 76.968744 1.000000 0.742087 0.742087
87.616969 139.011513 77.392538 1.000000 0.758390 0.758390
87.315398 139.820823 77.903192 1.000000 0.783291 0.783291
87.106275 140.629196 78.463084 1.000000 0.807563 0.807563
86.927294 141.434464 79.038569 1.000000 0.830067 0.830067
86.755740 142.238076 79.618487 1.000000 0.845321 0.845321
86.626978 143.024879 80.228680 1.000000 0.839065 0.839065
86.591882 143.770618 80.897488 1.000000 0.812908 0.812908
86.663096 144.469017 81.613070 1.000000 0.782601 0.782601
86.887939 145.097179 82.362720 1.000000 0.756445 0.756445
87.155883 145.707064 83.111569 1.000000 0.725717 0.725717
87.497769 146.270875 83.866370 1.000000 0.687300 0.687300
87.886641 146.789937 84.630285 1.000000 0.661566 0.661566
88.304528 147.270744 85.403594 1.000000 0.682770 0.682770
88.748064 147.726062 86.177886 1.000000 0.742883 0.742883
89.228083 148.172313 86.935185 1.000000 0.794490 0.794490
89.759330 148.622996 87.654277 1.000000 0.824585 0.824585
90.357224 149.078362 88.315138 1.000000 0.843922 0.843922
91.049342 149.508208 88.893729 1.000000 0.863865 0.863865
91.874972 149.833981 89.340161 1.000000 0.892003 0.892003
92.827317 149.928986 89.565008 1.000000 0.883940 0.883940
93.817294 149.821587 89.619439 1.000000 0.832273 0.832273
94.798987 149.630575 89.613074 1.000000 0.768272 0.768272
95.769814 149.394222 89.567511 1.000000 0.706681 0.706681
96.724773 149.111810 89.473641 1.000000 0.680069 0.680069
97.657735 148.780341 89.329941 1.000000 0.687245 0.687245
98.566042 148.405403 89.139444 1.000000 0.693931 0.693931
99.455146 148.003745 88.913191 1.000000 0.680138 0.680138
100.332965 147.591614 88.662394 1.000000 0.650166 0.650166
101.199553 147.172413 88.385657 1.000000 0.620127 0.620127
102.050878 146.739336 88.083696 1.000000 0.601921 0.601921
102.886589 146.289292 87.762938 1.000000 0.605375 0.605375
103.714638 145.834052 87.429520 1.000000 0.614342 0.614342
104.550862 145.394123 87.096689 1.000000 0.607369 0.607369
105.410253 144.985441 86.785227 1.000000 0.589526 0.589526
106.300690 144.612814 86.521341 1.000000 0.572375 0.572375
107.222609 144.277209 86.326822 1.000000 0.553013 0.553013
108.171502 143.985134 86.207193 1.000000 0.531354 0.531354
109.140382 143.744661 86.146185 1.000000 0.524210 0.524210
110.122285 143.555740 86.126197 1.000000 0.538451 0.538451
111.111509 143.410508 86.146505 1.000000 0.569460 0.569460
112.105231 143.314581 86.201027 1.000000 0.598612 0.598612
113.101513 143.287766 86.276086 1.000000 0.595763 0.595763
114.097686 143.325834 86.354045 1.000000 0.576284 0.576284
115.094458 143.389188 86.404888 1.000000 0.623063 0.623063
116.092949 143.444221 86.412527 1.000000 0.704552 0.704552
117.091962 143.492904 86.398920 1.000000 0.737639 0.737639
118.089361 143.565121 86.396050 1.000000 0.721929 0.721929
119.079585 143.697775 86.423907 1.000000 0.679843 0.679843
120.056625 143.901444 86.485548 1.000000 0.618828 0.618828
121.022939 144.150658 86.560302 1.000000 0.606289 0.606289
121.984436 144.420600 86.626264 1.000000 0.628230 0.628230
122.941045 144.710083 86.680335 1.000000 0.654877 0.654877
123.888024 145.030782 86.728377 1.000000 0.669488 0.669488
124.818132 145.398228 86.772230 1.000000 0.650355 0.650355
125.725694 145.820020 86.806329 1.000000 0.603138 0.603138
126.611718 146.287233 86.831430 1.000000 0.555998 0.555998
127.482697 146.782618 86.857706 1.000000 0.525152 0.525152
128.340940 147.299649 86.890737 1.000000 0.528019 0.528019
129.173486 147.853893 86.953753 1.000000 0.553388 0.553388
129.955683 148.465120 87.086531 1.000000 0.560581 0.560581
130.676701 149.130836 87.293575 1.000000 0.545961 0.545961
131.352704 149.829297 87.545722 1.000000 0.520015 0.520015
132.005827 150.540463 87.822932 1.000000 0.521065 0.521065
132.654047 151.251505 88.111942 1.000000 0.570088 0.570088
133.322000 151.951418 88.380581 1.000000 0.629525 0.629525
134.027615 152.631571 88.596562 1.000000 0.657077 0.657077
134.759072 153.294554 88.779680 1.000000 0.663502 0.663502
135.493974 153.949781 88.975535 1.000000 0.678016 0.678016
136.231294 154.596878 89.188622 1.000000 0.693141 0.693141
136.994334 155.218359 89.382379 1.000000 0.708847 0.708847
137.805661 155.789990 89.518233 1.000000 0.739349 0.739349
138.672008 156.286310 89.582699 1.000000 0.767306 0.767306
139.592259 156.675029 89.579081 1.000000 0.774579 0.774579
140.553508 156.939181 89.518424 1.000000 0.772012 0.772012
141.535356 157.101067 89.423812 1.000000 0.796793 0.796793
142.523859 157.183884 89.301680 1.000000 0.845637 0.845637
143.493593 157.147876 89.086829 1.000000 0.895621 0.895621
121
140.043387 175.660378 78.578424 1.000000 0.877710 0.877710
140.525214 174.813593 78.325978 1.000000 0.830641 0.830641
